Year,Language,Value,Percentage
2004,Portuguese,9627863.716,0.97647191
2004,English,160183.0814,0.01624600
2004,Spanish,25481.32392,0.00258435
2004,Afrikaans,8912.70153,0.00090394
2004,German,8087.921236,0.00082029
2004,French,6544.565333,0.00066376
2004,Chinese,5253.122319,0.00053278
2004,Japanese,5046.085679,0.00051178
2004,Italian,4139.851332,0.00041987
2004,Dutch,1443.586187,0.00014641
2004,Arabic,955.381259,0.00009690
2004,Korean,832.209548,0.00008440
2004,Swedish,494.437049,0.00005015
2004,Russian,494.131811,0.00005012
2004,Polish,494.131123,0.00005012
2004,Hebrew,432.222603,0.00004384
2004,Danish,329.182658,0.00003339
2004,Finnish,294.917278,0.00002991
2004,Thai,246.876966,0.00002504
2004,Turkish,240.146683,0.00002436
2004,Hungarian,192.026043,0.00001948
2004,Romanian,178.299054,0.00001808
2004,Norwegian,178.274987,0.00001808
2004,Catalan,144.011042,0.00001461
2004,Greek,130.271012,0.00001321
2004,Czech,109.727387,0.00001113
2004,Latin,109.698624,0.00001113
2004,Esperanto,102.867115,0.00001043
2004,Vietnamese,89.126954,0.00000904
2004,Ukrainian,75.416911,0.00000765
2004,Punjabi,68.559537,0.00000695
2004,Slovenian,68.55366,0.00000695
2004,Slovak,68.545947,0.00000695
2004,Serbian,54.837855,0.00000556
2004,Breton,54.836758,0.00000556
2004,Persian,47.996612,0.00000487
2004,Tagalog,41.132341,0.00000417
2004,Croatian,34.274613,0.00000348
2004,Bulgarian,34.272974,0.00000348
2004,Mongolian,27.426777,0.00000278
2004,Sinhalese,27.423213,0.00000278
2004,Lithuanian,27.418379,0.00000278
2004,Hindi,27.418379,0.00000278
2004,Zulu,20.569302,0.00000209
2004,Twi,20.568047,0.00000209
2004,Amharic,20.567741,0.00000209
2004,Sesotho,20.563784,0.00000209
2004,Norwegian-N,13.709189,0.00000139
2004,Azerbaijani,13.709189,0.00000139
2004,Swahili,13.709189,0.00000139
2004,Bihari,6.854595,0.00000070
2004,Estonian,6.854595,0.00000070
2004,Bengali,6.854595,0.00000070
2004,Armenian,6.854595,0.00000070
2004,Nepali,6.854595,0.00000070
2004,Sundanese,6.854595,0.00000070
2004,Uzbek,6.854595,0.00000070
2004,Interlingua,6.854595,0.00000070
2004,Galician,6.854595,0.00000070
2004,Macedonian,0,0.00000000
2004,Guarani,0,0.00000000
2004,Irish,0,0.00000000
2005,Portuguese,9611868.755,0.97820353
2005,English,130128.3102,0.01324321
2005,Spanish,58588.22069,0.00596255
2005,German,5030.765976,0.00051198
2005,French,4550.259288,0.00046308
2005,Italian,3157.795086,0.00032137
2005,Japanese,2930.115317,0.00029820
2005,Afrikaans,2214.901634,0.00022541
2005,Chinese,2067.930293,0.00021045
2005,Dutch,1098.776779,0.00011182
2005,Latin,888.066713,0.00009038
2005,Korean,739.092207,0.00007522
2005,Polish,301.514469,0.00003069
2005,Swedish,292.147126,0.00002973
2005,Russian,226.177036,0.00002302
2005,Arabic,207.195869,0.00002109
2005,Hebrew,198.031837,0.00002015
2005,Breton,193.166631,0.00001966
2005,Finnish,131.892298,0.00001342
2005,Danish,117.712393,0.00001198
2005,Norwegian,112.965478,0.00001150
2005,Interlingua,108.277738,0.00001102
2005,Turkish,65.92085,0.00000671
2005,Romanian,65.901131,0.00000671
2005,Catalan,61.222785,0.00000623
2005,Ukrainian,61.21553,0.00000623
2005,Hungarian,51.808455,0.00000527
2005,Czech,51.781052,0.00000527
2005,Esperanto,42.368903,0.00000431
2005,Galician,37.652995,0.00000383
2005,Icelandic,28.246336,0.00000287
2005,Lithuanian,28.24584,0.00000287
2005,Quechua,28.242629,0.00000287
2005,Basque,28.240932,0.00000287
2005,Armenian,23.544245,0.00000240
2005,Punjabi,23.538069,0.00000240
2005,Kazakh,23.534366,0.00000240
2005,Estonian,23.533122,0.00000239
2005,Kyrgyz,18.827869,0.00000192
2005,Oriya,18.826497,0.00000192
2005,Latvian,18.826497,0.00000192
2005,Indonesian,18.826497,0.00000192
2005,Serbian,14.119873,0.00000144
2005,Croatian,14.119873,0.00000144
2005,Greek,14.119873,0.00000144
2005,Tamil,14.119873,0.00000144
2005,Yoruba,9.416015,0.00000096
2005,Swahili,9.41552,0.00000096
2005,Norwegian-N,9.413268,0.00000096
2005,Malay,9.413249,0.00000096
2005,Macedonian,9.413249,0.00000096
2005,Javanese,9.413249,0.00000096
2005,Guarani,9.413249,0.00000096
2005,Thai,9.413249,0.00000096
2005,Persian,4.706624,0.00000048
2005,Bulgarian,4.706624,0.00000048
2005,Slovenian,4.706624,0.00000048
2005,Somali,4.706624,0.00000048
2005,Turkmen,4.706624,0.00000048
2005,Tatar,4.706624,0.00000048
2005,Twi,4.706624,0.00000048
2005,Albanian,4.706624,0.00000048
2005,Telugu,0,0.00000000
2005,Bengali,0,0.00000000
2006,Portuguese,9621113.344,0.97949159
2006,English,149173.0305,0.01518678
2006,Spanish,33410.38154,0.00340139
2006,French,3900.978795,0.00039714
2006,German,3460.505898,0.00035230
2006,Japanese,2355.842415,0.00023984
2006,Italian,2326.5406,0.00023686
2006,Chinese,1772.060931,0.00018041
2006,Korean,845.021605,0.00008603
2006,Dutch,834.047346,0.00008491
2006,Breton,514.475186,0.00005238
2006,Russian,309.721489,0.00003153
2006,Afrikaans,249.4487,0.00002540
2006,Swedish,234.257773,0.00002385
2006,Hebrew,176.296033,0.00001795
2006,Polish,173.095144,0.00001762
2006,Interlingua,151.787191,0.00001545
2006,Latin,148.75254,0.00001514
