Year,Language,Value,Percentage
2004,French,9343645.359,0.95583799
2004,English,231199.6242,0.02365130
2004,German,91960.95652,0.00940744
2004,Spanish,33457.21791,0.00342261
2004,Italian,15193.64169,0.00155428
2004,Chinese,14243.6815,0.00145710
2004,Dutch,11085.37891,0.00113401
2004,Japanese,7286.779426,0.00074542
2004,Portuguese,6139.152257,0.00062802
2004,Polish,3273.148349,0.00033484
2004,Swedish,2110.257053,0.00021588
2004,Russian,1819.98405,0.00018618
2004,Turkish,1425.782849,0.00014586
2004,Danish,1354.351697,0.00013855
2004,Arabic,1113.467813,0.00011391
2004,Korean,1083.678433,0.00011086
2004,Finnish,982.054517,0.00010046
2004,Romanian,830.425991,0.00008495
2004,Hebrew,806.299578,0.00008248
2004,Greek,738.493149,0.00007555
2004,Hungarian,656.609143,0.00006717
2004,Czech,562.107033,0.00005750
2004,Thai,418.224325,0.00004278
2004,Norwegian,416.365266,0.00004259
2004,Vietnamese,386.118981,0.00003950
2004,Catalan,328.551304,0.00003361
2004,Persian,320.204079,0.00003276
2004,Slovak,305.505832,0.00003125
2004,Bulgarian,225.006713,0.00002302
2004,Lithuanian,182.500824,0.00001867
2004,Breton,154.954428,0.00001585
2004,Croatian,150.008882,0.00001535
2004,Ukrainian,132.370622,0.00001354
2004,Slovenian,114.991793,0.00001176
2004,Serbian,107.465519,0.00001099
2004,Latin,87.382244,0.00000894
2004,Basque,82.419662,0.00000843
2004,Occitan,79.977426,0.00000818
2004,Estonian,77.381367,0.00000792
2004,Esperanto,69.912015,0.00000715
2004,Latvian,69.910578,0.00000715
2004,Icelandic,64.939569,0.00000664
2004,Hindi,64.898511,0.00000664
2004,Indonesian,59.952807,0.00000613
2004,Galician,49.926842,0.00000511
2004,Tagalog,37.439615,0.00000383
2004,Tamil,37.438519,0.00000383
2004,Welsh,32.465684,0.00000332
2004,Norwegian-N,27.46626,0.00000281
2004,Afrikaans,27.46126,0.00000281
2004,Albanian,27.447671,0.00000281
2004,Serbo-Croatian,24.960417,0.00000255
2004,Malay,24.957097,0.00000255
2004,Punjabi,24.952428,0.00000255
2004,Faroese,22.457185,0.00000230
2004,Scots-Gaelic,19.968137,0.00000204
2004,Irish,19.962341,0.00000204
2004,Georgian,14.97442,0.00000153
2004,Armenian,14.971457,0.00000153
2004,Azerbaijani,12.479495,0.00000128
2004,Guarani,9.984149,0.00000102
2004,Gujarati,9.980971,0.00000102
2004,Bosnian,7.487741,0.00000077
2004,Interlingua,7.485728,0.00000077
2004,Belarusian,4.990486,0.00000051
2004,Macedonian,4.990486,0.00000051
2004,Maltese,4.990486,0.00000051
2004,Sundanese,4.990486,0.00000051
2004,Xhosa,2.495243,0.00000026
2004,Marathi,0,0.00000000
2005,French,9550308.203,0.96510606
2005,English,186133.2956,0.01880969
2005,German,63029.96026,0.00636949
2005,Spanish,37897.24112,0.00382970
2005,Italian,11321.1844,0.00114406
2005,Chinese,10200.83081,0.00103084
2005,Dutch,8386.137538,0.00084746
2005,Portuguese,4899.269966,0.00049510
2005,Japanese,4754.171019,0.00048043
2005,Polish,3315.260827,0.00033502
2005,Russian,1637.373518,0.00016546
2005,Swedish,1631.644602,0.00016489
2005,Turkish,1554.715794,0.00015711
2005,Arabic,1021.825765,0.00010326
2005,Romanian,981.997602,0.00009924
2005,Korean,953.476794,0.00009635
2005,Danish,726.944924,0.00007346
2005,Finnish,702.942729,0.00007104
2005,Ukrainian,642.311805,0.00006491
2005,Greek,593.88844,0.00006002
2005,Hebrew,591.79313,0.00005980
2005,Czech,474.874581,0.00004799
2005,Hungarian,455.635528,0.00004604
2005,Bulgarian,314.88039,0.00003182
2005,Norwegian,304.679573,0.00003079
2005,Thai,284.615612,0.00002876
2005,Catalan,273.051513,0.00002759
2005,Slovak,235.923393,0.00002384
2005,Vietnamese,216.957194,0.00002192
2005,Persian,187.734874,0.00001897
2005,Breton,157.932076,0.00001596
2005,Lithuanian,143.134812,0.00001446
2005,Croatian,109.809457,0.00001110
2005,Galician,103.90547,0.00001050
2005,Latin,99.624005,0.00001007
2005,Slovenian,83.719101,0.00000846
2005,Occitan,72.165192,0.00000729
2005,Esperanto,62.081145,0.00000627
2005,Indonesian,62.036767,0.00000627
2005,Serbian,59.17763,0.00000598
2005,Latvian,56.263162,0.00000569
2005,Estonian,53.393751,0.00000540
2005,Icelandic,50.456767,0.00000510
2005,Basque,49.000593,0.00000495
2005,Hindi,41.8087,0.00000422
2005,Georgian,33.173483,0.00000335
2005,Frisian,33.152675,0.00000335
2005,Armenian,33.146411,0.00000335
2005,Welsh,27.386043,0.00000277
2005,Bosnian,24.507778,0.00000248
2005,Tamil,24.499704,0.00000248
2005,Corsican,24.499674,0.00000248
2005,Afrikaans,23.058959,0.00000233
2005,Norwegian-N,21.618514,0.00000218
2005,Faroese,20.179799,0.00000204
2005,Scots-Gaelic,20.168287,0.00000204
2005,Serbo-Croatian,12.968254,0.00000131
2005,Irish,12.966595,0.00000131
2005,Guarani,8.645811,0.00000087
2005,Tagalog,7.2037,0.00000073
2005,Azerbaijani,7.20296,0.00000073
2005,Turkmen,5.764242,0.00000058
2005,Telugu,5.763272,0.00000058
2005,Belarusian,4.321776,0.00000044
2005,Bengali,4.321776,0.00000044
2005,Interlingua,4.321776,0.00000044
2005,Rhaeto-Romance,2.881184,0.00000029
2005,Sinhalese,2.881184,0.00000029
2005,Sindhi,1.440592,0.00000015
2005,Malay,1.440592,0.00000015
2005,Kannada,0,0.00000000
2005,Tajik,0,0.00000000
2006,French,9546078.15,0.96452407
2006,English,206874.2422,0.02090232
2006,Spanish,62517.39654,0.00631668
2006,German,23949.52493,0.00241983
2006,Italian,12106.7605,0.00122325
2006,Chinese,9544.854306,0.00096440
2006,Portuguese,5954.143069,0.00060160
2006,Dutch,5514.258967,0.00055715
2006,Japanese,4178.143931,0.00042215
2006,Polish,4161.756667,0.00042050
2006,Turkish,1893.555812,0.00019132
2006,Swedish,1579.233311,0.00015956
2006,Russian,1535.531753,0.00015515
2006,Arabic,1107.134434,0.00011186
2006,Korean,1003.192257,0.00010136
2006,Romanian,961.619793,0.00009716
2006,Bulgarian,875.933257,0.00008850
2006,Greek,821.871726,0.00008304
2006,Danish,648.318034,0.00006551
2006,Finnish,636.08187,0.00006427
2006,Czech,633.646572,0.00006402
2006,Hungarian,564.231394,0.00005701
2006,Hebrew,472.985756,0.00004779
2006,Norwegian,457.062699,0.00004618
2006,Catalan,445.661023,0.00004503
2006,Slovak,313.284635,0.00003165
2006,Thai,229.904538,0.00002323
2006,Croatian,175.995604,0.00001778
2006,Vietnamese,161.362292,0.00001630
2006,Galician,161.163963,0.00001628
2006,Indonesian,132.506668,0.00001339
2006,Breton,120.987962,0.00001222
2006,Basque,118.31326,0.00001195
2006,Slovenian,103.848956,0.00001049
2006,Lithuanian,101.900753,0.00001030
2006,Ukrainian,99.973737,0.00001010
2006,Latvian,78.959549,0.00000798
2006,Estonian,78.104273,0.00000789
2006,Corsican,75.310064,0.00000761
2006,Serbian,75.268626,0.00000761
2006,Occitan,64.689835,0.00000654
2006,Latin,62.735556,0.00000634
2006,Tagalog,60.811144,0.00000614
2006,Icelandic,52.343102,0.00000529
2006,Tamil,51.322826,0.00000519
2006,Persian,39.884872,0.00000403
2006,Hindi,37.046306,0.00000374
2006,Esperanto,33.251733,0.00000336
2006,Afrikaans,32.293277,0.00000326
2006,Albanian,25.643986,0.00000259
2006,Malay,22.793832,0.00000230
2006,Irish,20.887743,0.00000211
2006,Georgian,18.990523,0.00000192
2006,Armenian,14.244635,0.00000144
2006,Bosnian,14.236569,0.00000144
2006,Faroese,11.389582,0.00000115
2006,Azerbaijani,9.490099,0.00000096
2006,Khmer,8.547266,0.00000086
2006,Macedonian,8.543826,0.00000086
2006,Welsh,8.543317,0.00000086
2006,Zulu,7.594448,0.00000077
2006,Urdu,7.592079,0.00000077
2006,Interlingua,6.645272,0.00000067
2006,Yiddish,5.69494,0.00000058
2006,Swahili,5.69406,0.00000058
2006,Mongolian,4.746509,0.00000048
2006,Belarusian,3.79604,0.00000038
2006,Bihari,2.847785,0.00000029
2006,Telugu,2.84703,0.00000029
2006,Guarani,2.84703,0.00000029
2007,French,9660130.495,0.95947991
2007,English,221839.4904,0.02203392
2007,Spanish,102059.8781,0.01013696
2007,German,22537.21484,0.00223848
2007,Italian,12704.80921,0.00126189
2007,Chinese,9890.962462,0.00098241
2007,Portuguese,6051.975743,0.00060110
2007,Dutch,5825.557776,0.00057862
